student_id,math_track,first_math_grade,first_math_grade_point,math_track_encoded
S6f3ff68103dde756,college_algebra,A+,4.0,1
S6f47cb2c11db7241,calculus,D+,1.5,3
S6f5980e20617f4c5,calculus,A,4.0,3
S6f6465e2514041ea,calculus,C+,2.5,3
S6f7d2fed47b715f2,calculus,A,4.0,3
S6f9c8818e0b46e17,calculus,C+,2.5,3
S6facd0b83e74b865,calculus,C+,2.5,3
S6fc476a82090892b,precalculus,C+,2.5,2
S6fc620216ceaf2c2,precalculus,C+,2.5,2
S6fe261ec572cbf8e,precalculus,C,2.0,2
S6ff038677fdbef41,precalculus,A,4.0,2
S70223dab6a225d06,calculus,A,4.0,3
S702e0bb3fcd7ed6a,calculus,D+,1.5,3
S7042fcddd951edc1,calculus,D+,1.5,3
S7047a4e6df5e8cf5,precalculus,D,1.0,2
S7059135150ebff3a,precalculus,B,3.0,2
S706fc91cb7c58f09,college_algebra,A,4.0,1
S70a827715d6ff7f4,college_algebra,A,4.0,1
S70b356777bf75be4,calculus,B+,3.5,3
S70b5d57b0f18429c,precalculus,D+,1.5,2
S70d1c76b00adfdc0,calculus,B,3.0,3
S70d40c5c98da455f,calculus,B,3.0,3
S70f4a57bc6751ef8,precalculus,D+,1.5,2
S70fc4ebb0b95292d,precalculus,A+,4.0,2
S71070aaac163ca42,precalculus,B+,3.5,2
S71084a2dac69b031,calculus,D+,1.5,3
S713d064aeabf5bda,college_algebra,C,2.0,1
S715383eeb071e75f,precalculus,E,0.0,2
S717ebc43d33fbe61,calculus,C+,2.5,3
S718fdf62307dcbbd,calculus,C+,2.5,3
S719d47bfe4d0785a,precalculus,A+,4.0,2
S71c0485080fdf9ba,calculus,B,3.0,3
S71d791cd50e927b0,precalculus,E,0.0,2
S71eed15ea062cbab,calculus,A+,4.0,3
S71f564cc735a385d,precalculus,A+,4.0,2
S721672177ceca1d7,calculus,B,3.0,3
S7275dccb07612e16,calculus,A,4.0,3
S7279bfb1cd7d8478,calculus,B,3.0,3
S727ba029fd1392e9,calculus,C,2.0,3
S728280adfc76f12e,calculus,A,4.0,3
S729f030a40b88ae3,calculus,A,4.0,3
S729f65cde56b8bb5,calculus,B+,3.5,3
S72a04a1127af0565,calculus,B+,3.5,3
S72a6d56decc8eefd,precalculus,C+,2.5,2
S72cccf019033560e,calculus,D+,1.5,3
S72da1fe01636ae78,calculus,C+,2.5,3
S72e3a254d309ceba,calculus,B,3.0,3
S72f1684536c946de,precalculus,A,4.0,2
S72f2140de644105e,calculus,C+,2.5,3
S7300014fcbfcafdd,calculus,B+,3.5,3
S73240ac0f15193b9,precalculus,C+,2.5,2
S733d796eeab7dc3c,precalculus,C,2.0,2
S73449c6e9a01fc44,precalculus,A+,4.0,2
S7346f08bbf3e56da,precalculus,A,4.0,2
S73508f1548648f2c,calculus,B+,3.5,3
S7371991ba13d0e5d,calculus,C,2.0,3
S73906b5703c65760,precalculus,B,3.0,2
S73a8a209596d60cf,calculus,B,3.0,3
S73c374a41952ea25,calculus,C,2.0,3
S73d17f67bdcfbdca,college_algebra,A,4.0,1
S73d8cc31a2953cc3,calculus,B,3.0,3
S73de08b9b121b630,calculus,A,4.0,3
S73ec1da8004f844d,calculus,B,3.0,3
S73ed99cbbf9abd7e,precalculus,A,4.0,2
S7433b3a93a40efa8,precalculus,B+,3.5,2
S743660b9b9e1e08b,calculus,B,3.0,3
S74468bdd6ac8939c,college_algebra,B+,3.5,1
S74770a893e57cb2f,calculus,A,4.0,3
S74879f13958d648b,precalculus,E,0.0,2
S74a87490b4950ede,precalculus,C+,2.5,2
S750b1af436c97b55,precalculus,B,3.0,2
S75168f90151991ea,calculus,D+,1.5,3
S752d6a6cbf122c22,calculus,B+,3.5,3
S752e03f05f86807d,college_algebra,A,4.0,1
S755881628db96f0b,precalculus,B,3.0,2
S759a07ea6454151a,precalculus,B,3.0,2
S75a78c0ba7b6e9f2,precalculus,B,3.0,2
S75bb541c0b3e81ec,calculus,D+,1.5,3
S75bdd912d94d4d9f,calculus,B,3.0,3
S75c89373df95278a,precalculus,A,4.0,2
S75cfd77c694781cb,calculus,A+,4.0,3
S75e61d00972d6d04,calculus,D+,1.5,3
S75ead94c850850d8,calculus,B+,3.5,3
S76451a2cf73ddf8a,calculus,A,4.0,3
S764a7758c549fae8,calculus,C,2.0,3
S765869c9b7dfbc47,calculus,C,2.0,3
S7659e71845c9904b,precalculus,D+,1.5,2
S76612ac0fbbeaa18,calculus,B,3.0,3
S76807999ddde83f5,calculus,C,2.0,3
S76a266f5ca7a1301,calculus,B+,3.5,3
S76a41e02132d7238,calculus,C,2.0,3
S76a50adf8acbecc7,calculus,D+,1.5,3
S76a98951819701ea,calculus,D+,1.5,3
S76af1e67ff759d6f,calculus,A+,4.0,3
S76b4eb3925b7c70b,calculus,B+,3.5,3
S76bc4ec12816265a,calculus,E,0.0,3
S76e65c13d413e6f5,college_algebra,A+,4.0,1
S77029b6b5228f8f3,calculus,B+,3.5,3
S7721af74f631a666,precalculus,C+,2.5,2
S7728c9e40f7d4dbc,calculus,C,2.0,3
S7748456059d259f9,precalculus,C+,2.5,2
S774ecd95c5988c41,precalculus,A+,4.0,2
S778ceca533ebdc65,calculus,A+,4.0,3
S779909b4ceff3a8f,calculus,C+,2.5,3
S779b7e6aa470ab27,calculus,B+,3.5,3
S77b5f0cbad60398b,precalculus,C,2.0,2
S77bc551a5960cce6,precalculus,E,0.0,2
S77c390b9b5696a71,calculus,C,2.0,3
S77e60e73f6f6cd65,precalculus,B,3.0,2
S7815393d69e65fee,calculus,B+,3.5,3
S781d60f5b388d36a,calculus,B+,3.5,3
S78202370618c9ca3,calculus,E,0.0,3
S784744b9d3f18c5c,precalculus,A+,4.0,2
S7863a9a0bde51732,calculus,C+,2.5,3
S7871b23d43e84617,calculus,C,2.0,3
S7898a70afee79fca,precalculus,E,0.0,2
S7898f52db8f8a67f,precalculus,A+,4.0,2
S78a8e44f6bb294cf,precalculus,B,3.0,2
S78c5d5a29a090873,calculus,C,2.0,3
S78dfc77f6e9e3cee,calculus,C+,2.5,3
S78fb4ed26c7169ce,precalculus,D+,1.5,2
S790e6d72e39ed887,calculus,D+,1.5,3
S791a55440a21d30a,calculus,B+,3.5,3
S7925d3dcadb22b4c,calculus,B+,3.5,3
S7932ec679b47a6ca,calculus,B,3.0,3
S793e7309d2bdaca2,college_algebra,D,1.0,1
S797416dbe8c4b5c8,calculus,C+,2.5,3
S798d5eb1bbdb46a6,calculus,B+,3.5,3
S79b741a189701461,precalculus,D+,1.5,2
S79baee4991d50674,calculus,C+,2.5,3
S79bb54f03d63c7cd,college_algebra,B+,3.5,1
S79cea1bf74588397,college_algebra,C+,2.5,1
S79e57244b59113f2,calculus,B,3.0,3
S79f18b018521cc24,precalculus,C+,2.5,2
S7a08cf9ba660c3e2,precalculus,E,0.0,2
S7a09fe4e6ba49c0b,calculus,C,2.0,3
S7a11207da513c493,calculus,B,3.0,3
S7a1fab036c43452d,calculus,B+,3.5,3
S7a26f1b23e72d3f7,precalculus,B+,3.5,2
S7a45a0dce5e28afc,college_algebra,A+,4.0,1
S7a5dc5ede8b28ecf,calculus,B+,3.5,3
S7a894a4464f03e37,calculus,A,4.0,3
S7ac09e7abae04b98,calculus,C+,2.5,3
S7aecadc47c3b0c7c,precalculus,C+,2.5,2
S7b016db95ae9efec,calculus,B+,3.5,3
S7b13049fd4462b47,calculus,B,3.0,3
S7b442dfbea065197,calculus,A+,4.0,3
S7b4b6bb5f11f021d,calculus,B,3.0,3
S7b8520b714872d74,calculus,C,2.0,3
S7b944be66cc50260,calculus,C,2.0,3
S7baa7b3c3beb28ac,calculus,C+,2.5,3
S7bba4a8b0120cb55,calculus,D+,1.5,3
S7bc0d233e136fec1,college_algebra,D+,1.5,1
S7bc621c05fc55508,calculus,C+,2.5,3
S7beb386d6ca0c722,calculus,B+,3.5,3
S7bfca5d1c5d5879a,calculus,D+,1.5,3
S7c06a7f9be28ff63,calculus,C+,2.5,3
S7c1ca5ccfb519f49,calculus,B,3.0,3
S7c2faf3b7b881a09,calculus,C+,2.5,3
S7c3029840e4ea2ef,calculus,C+,2.5,3
S7c304dcfdc52db0f,calculus,C+,2.5,3
S7c4714f6aa3ad8c7,precalculus,B,3.0,2
S7c5094891d06ed2e,calculus,B,3.0,3
S7c56d84bc6732777,precalculus,A,4.0,2
S7c6f3542ec028380,college_algebra,C+,2.5,1
S7c88a5992445ce72,precalculus,C,2.0,2
S7c8cdc659a94606d,calculus,A,4.0,3
S7c922e4a709104a0,precalculus,A,4.0,2
S7c97f9ee473fc26c,calculus,A,4.0,3
S7cad755a43f1260e,calculus,B,3.0,3
S7caf56d947e1907f,precalculus,C+,2.5,2
S7cc1588401390b3b,calculus,B,3.0,3
S7cc50e195174eb3e,calculus,B,3.0,3
S7cc932f473565990,precalculus,B+,3.5,2
S7ccb287c14e180d9,college_algebra,A,4.0,1
S7ccbf8ceb118003e,calculus,C+,2.5,3
S7cce2229a1299a5b,calculus,A,4.0,3
S7cd09719aa9a8df4,calculus,A,4.0,3
S7cfc4eb3016cf6f0,calculus,D+,1.5,3
S7d2bac0d1ce1e204,calculus,B+,3.5,3
S7d4fcfba8d6a7045,precalculus,B,3.0,2
S7d518d1ee072e648,precalculus,C+,2.5,2
S7d5f9b7b79a832f3,college_algebra,C+,2.5,1
S7d9156beb3278146,calculus,C,2.0,3
S7d930812d721b6c6,calculus,E,0.0,3
S7d941cbf33b2e6bc,college_algebra,C,2.0,1
S7da740003ea53bfb,calculus,B+,3.5,3
S7dab66fa19421a16,precalculus,D+,1.5,2
S7db2c722e926292b,calculus,C,2.0,3
S7dd9583d71ed7486,precalculus,C,2.0,2
S7ded08896408e1ee,calculus,B,3.0,3
S7df6c02f6615a1dd,precalculus,D+,1.5,2
S7dff9a920dec80a4,calculus,C,2.0,3
S7e10413fca37a8b0,calculus,B,3.0,3
S7e2548956f763b6a,precalculus,C,2.0,2
S7e2bdfcefd5bfd49,precalculus,E,0.0,2
S7e2e50fdca404201,precalculus,B,3.0,2
S7e3ea6e20a8d30c1,calculus,A+,4.0,3
S7e4668dcf228f014,college_algebra,B+,3.5,1
S7e496eb271cead19,precalculus,A+,4.0,2
S7e556fc61a838d8e,precalculus,D+,1.5,2
S7e616858c72d8de8,calculus,C,2.0,3
S7e97d3ee352a4d06,calculus,E,0.0,3
S7e984918a979e0c0,calculus,C,2.0,3
S7eab5bb69767769b,precalculus,A,4.0,2
S7eba6c06c19da15f,calculus,B,3.0,3
S7ee0e74aa294adea,calculus,B,3.0,3
S7f02157772e691bb,precalculus,A,4.0,2
S7f07b3140c1a8c5e,calculus,C,2.0,3
S7f1ae08a8cef692e,precalculus,A,4.0,2
S7f28ffbe98d085a5,precalculus,B,3.0,2
S7f356c42588bacb9,calculus,A+,4.0,3
S7f4fb131d4496be4,college_algebra,A+,4.0,1
S7f68e1667f1d51b0,calculus,C,2.0,3
S7f8f0d94581bc5f9,calculus,A,4.0,3
S7fa5c51bba713ed2,calculus,B+,3.5,3
S7faa5506a451b6dd,precalculus,C+,2.5,2
S7fb2cb47efe770a1,calculus,B,3.0,3
S7fb9e39c06336f11,precalculus,D,1.0,2
S7fc0e42b6c53980a,precalculus,C+,2.5,2
S801b52891166fa25,calculus,B,3.0,3
S80313b71ddd9784d,calculus,C+,2.5,3
S804ff36d0f657591,calculus,A,4.0,3
S809ce4b1eb3d2a54,calculus,B,3.0,3
S80a3897073de17c7,calculus,C,2.0,3
S80a7f3b4ce586d60,precalculus,D+,1.5,2
S80b54a7079573e8b,calculus,C,2.0,3
S80f2014a48aacf11,calculus,B+,3.5,3
S80f541bd7eb3eb97,precalculus,B,3.0,2
S81023cf42ee1bcb8,calculus,C+,2.5,3
S810cb7f372eecb67,college_algebra,E,0.0,1
S81196fbb50716db1,calculus,C,2.0,3
S811ac60001a8a038,calculus,B+,3.5,3
S81499804049c5fa6,precalculus,C+,2.5,2
S815933b11cc219ff,calculus,B,3.0,3
S815f03b6b07eb3a2,calculus,E,0.0,3
S8175a42f4e557e1e,calculus,D,1.0,3
S818eb9665bc7f0e5,precalculus,A,4.0,2
S81ab35c4f445790f,precalculus,C+,2.5,2
S81be8316828b3093,calculus,C,2.0,3
S81bf6ed6d56cfec4,calculus,C,2.0,3
S81c428722609b09a,calculus,D+,1.5,3
S81e2e7bf361708e7,precalculus,B,3.0,2
S81ee67a3ea058b0d,calculus,A,4.0,3
S822423aaabdb3a7f,calculus,B+,3.5,3
S823592d79c3d014f,calculus,B,3.0,3
S8260d2fe574d611d,calculus,A,4.0,3
S826dc1a99d807107,calculus,B+,3.5,3
S82760fe0dabc0d93,calculus,D+,1.5,3
S828c0c34ef543b85,calculus,B,3.0,3
S82c45415870fe382,calculus,B,3.0,3
S82da4dcb3a3fb041,calculus,B,3.0,3
S82dd2a57c9c00e87,precalculus,B+,3.5,2
S8300254079ba28d8,calculus,D+,1.5,3
S83093ef1f9fe3f92,precalculus,C,2.0,2
S832c20c0902f6e02,precalculus,A,4.0,2
S83421403ad6163e5,calculus,A,4.0,3
S834df7ddca3da269,calculus,B,3.0,3
S83514c7a6205024d,precalculus,C+,2.5,2
S8352800c0dc2515d,calculus,A,4.0,3
S836b67e6062250cf,calculus,D+,1.5,3
S837f1574f1bb7040,precalculus,B,3.0,2
S83a96365b23214f5,calculus,C+,2.5,3
S83c39dbf8f0b9d00,college_algebra,D+,1.5,1
S83ea82f94ac3bfef,calculus,B+,3.5,3
S840488bff6a20137,calculus,B,3.0,3
S843c10cfb1883bd1,calculus,D+,1.5,3
S843c72fa6fbf2976,calculus,B+,3.5,3
S8451e971fbb5ef57,calculus,B+,3.5,3
S8453706d8d4cfd44,calculus,C,2.0,3
S8491772923c47f06,college_algebra,A,4.0,1
S84942d7be581b7b0,calculus,A,4.0,3
S849e2804f9ea385c,precalculus,C,2.0,2
S84b035b2b93ab3cd,calculus,B+,3.5,3
S84b990693945ff7e,precalculus,B,3.0,2
S84c5470a0598a481,calculus,D,1.0,3
S84d015e825115e13,college_algebra,C,2.0,1
S84d199bd88d82a14,calculus,D+,1.5,3
S84d7d8cc0388df69,calculus,C,2.0,3
S84df18b2d8fc93ca,precalculus,D,1.0,2
S85050dcdaee4b766,calculus,B+,3.5,3
S8531637645aa368b,precalculus,C+,2.5,2
S853d606bed0f115e,calculus,B+,3.5,3
S85506d7580dd04aa,precalculus,A,4.0,2
S8551ea1bf31dcc6f,precalculus,C,2.0,2
S8562618a52b86347,calculus,A,4.0,3
S8565634b98fd521a,calculus,D+,1.5,3
S85668ebeff808f02,college_algebra,B,3.0,1
S858dc1ec50c04106,calculus,B,3.0,3
S85983e5795773bfd,precalculus,A,4.0,2
S859b8b92b755dc16,precalculus,B,3.0,2
S859f6b583271ecf7,calculus,C+,2.5,3
S85af7877a6b745df,calculus,D,1.0,3
S85b2672e0b1fe8ac,precalculus,C+,2.5,2
S85cb8f3ef69f6695,precalculus,C+,2.5,2
S85cd75251402d57b,calculus,C+,2.5,3
S85d30a66c63fd103,precalculus,C+,2.5,2
S862b14779c6ad806,calculus,C+,2.5,3
S86744f59a9957e24,calculus,B,3.0,3
S8675f9f651f92c32,calculus,B,3.0,3
S867a6a97d5179d13,precalculus,B+,3.5,2
S8683eac124219a9f,college_algebra,A,4.0,1
S8685316637dce01b,precalculus,C+,2.5,2
S8688ff90fdd8607b,calculus,B+,3.5,3
S869867cf30e4bc82,calculus,E,0.0,3
S86d456a5fca86e4f,calculus,A+,4.0,3
S86fed71a6c4eadfa,calculus,E,0.0,3
S8715876c4b59065f,calculus,B+,3.5,3
S872042bc2020aaac,precalculus,A,4.0,2
S872ef0b74c935a63,calculus,C+,2.5,3
S8732dd2908f531cf,precalculus,D+,1.5,2
S87443e32aad41667,calculus,A,4.0,3
S8747b405a26b29ad,precalculus,A,4.0,2
S87610e5e75e857b7,calculus,D+,1.5,3
S876f30de5be44781,calculus,A,4.0,3
S877fc5885ce669fa,college_algebra,C+,2.5,1
S8791bdbb8226cf27,precalculus,B+,3.5,2
S8798d38692a8a64d,precalculus,A+,4.0,2
S879b3b37ef56819b,calculus,B,3.0,3
S879f733cb0db5f98,precalculus,B,3.0,2
S87a8dd33119920dc,precalculus,D+,1.5,2
S87a99d69d4f531cf,calculus,B,3.0,3
S87d44b6e47ec637d,calculus,D+,1.5,3
S87ed952b0b87c489,calculus,C+,2.5,3
S87f7615365ccf796,calculus,B+,3.5,3
S88061dea1ec4b024,calculus,C+,2.5,3
S881283c25d734ffa,precalculus,E,0.0,2
S883515583ef78c99,calculus,B+,3.5,3
S88563dab3486b875,calculus,A,4.0,3
S887104ab9347d81a,calculus,B,3.0,3
S887cd3e99b6651a0,calculus,C,2.0,3
S88a3f3693adca722,calculus,A,4.0,3
S88af3f1096f10c30,precalculus,C+,2.5,2
S88bc2daf5992b68c,calculus,B,3.0,3
S88c3b642522c76da,calculus,D+,1.5,3
S88d3c9102d83c585,calculus,B,3.0,3
S88f6d51bb34a709a,calculus,B,3.0,3
S88ff7872ac21fd26,college_algebra,C+,2.5,1
S8917af2406e7a6d3,precalculus,E,0.0,2
S891b4acbd4f35908,college_algebra,E,0.0,1
S8924151178522819,precalculus,B+,3.5,2
S893147a0ad7fce5a,calculus,C+,2.5,3
S893558fdd1f1f9e4,college_algebra,D,1.0,1
S894e8baf4fa4c2ae,calculus,C+,2.5,3
S8952048f60185a87,precalculus,C+,2.5,2
S895fa66fdda4833b,calculus,B,3.0,3
S896ac9692fef3d3c,calculus,A+,4.0,3
S8991a49ed226ad9c,precalculus,C,2.0,2
S899477f48e486534,calculus,B+,3.5,3
S89a57ce1d636864d,college_algebra,B,3.0,1
S89ad2ff25ba633c0,calculus,E,0.0,3
S89c3859ca973c1af,college_algebra,A+,4.0,1
S89eded940ce52c4e,calculus,A,4.0,3
S8a09ce94ac5448b1,precalculus,C,2.0,2
S8a29f5424d3e941a,precalculus,B+,3.5,2
S8a4b7e17c75467cc,calculus,B+,3.5,3
S8a6ed057e41f71df,calculus,C+,2.5,3
S8aac4a24ff24007b,calculus,B+,3.5,3
S8ab87a7f8a1bd30d,calculus,B+,3.5,3
S8ac4cc9c758df229,precalculus,A,4.0,2
S8ad5bb2be6166dc4,calculus,B,3.0,3
S8b1d83d5db36dc1b,college_algebra,A,4.0,1
S8b2447e26ffc38f2,precalculus,E,0.0,2
S8b3bd6f568234aaf,precalculus,D+,1.5,2
S8b455ba1fcc5491a,calculus,B,3.0,3
S8b4c78dc6453645b,calculus,A,4.0,3
S8b715f3f501ca5d8,precalculus,A,4.0,2
S8b81af6a17f39fa7,calculus,A,4.0,3
S8b9ab8dccbdcaf58,college_algebra,D+,1.5,1
S8baca3ebb3593b88,calculus,C,2.0,3
S8bc8e4f31c1e043b,college_algebra,C+,2.5,1
S8bd3930756063722,precalculus,C+,2.5,2
S8bd863b70f0e2e36,precalculus,B+,3.5,2
S8bde4b304fde9cff,college_algebra,C,2.0,1
S8bee45dc860ce1fc,precalculus,A,4.0,2
S8c02a65c404123ec,calculus,C+,2.5,3
S8c0da9757a1729d7,calculus,C,2.0,3
S8c4aeae002f6efa7,precalculus,B+,3.5,2
S8c4cf2bf7361c997,college_algebra,A,4.0,1
S8c5178e8843cabb7,calculus,C+,2.5,3
S8c54ef44babb8d6b,precalculus,C+,2.5,2
S8c6ad90ef660641e,calculus,D,1.0,3
S8c9e25e570cc5821,precalculus,B+,3.5,2
S8ca6663a4b60b753,precalculus,C+,2.5,2
S8cc555305cbd914d,precalculus,A,4.0,2
S8cd9c2c401736424,calculus,A+,4.0,3
S8d1f4bef34c633c4,calculus,C+,2.5,3
S8d4e0d38b38e7bc5,calculus,B+,3.5,3
S8d50ed943d1d1c47,precalculus,B+,3.5,2
S8d634c2b772afb69,precalculus,A,4.0,2
S8d682c9ca0c946c5,calculus,B+,3.5,3
S8d740dffac5cd7a8,calculus,B+,3.5,3
S8d75a7f4b21c3f4f,precalculus,C+,2.5,2
S8d8f502940b2c7b7,precalculus,B+,3.5,2
S8da3873ba0e54a1f,precalculus,E,0.0,2
S8dcad1b53cf2ae41,precalculus,B+,3.5,2
S8dd68e4790a9f2b4,calculus,A+,4.0,3
S8e224abb65c730f0,calculus,B,3.0,3
S8e24e1ff97ee8453,calculus,A+,4.0,3
S8e3359f1c5ff8a19,calculus,B,3.0,3
S8e4635b9d39b18a4,precalculus,B+,3.5,2
S8e525eaa4643210b,precalculus,C+,2.5,2
S8e5a0665e6daf068,college_algebra,C,2.0,1
S8e5ab5802064fa77,calculus,A,4.0,3
S8e73ea0b94ddeb43,calculus,D,1.0,3
S8eacf9018b886499,precalculus,B+,3.5,2
S8ec3f30497d9619d,calculus,E,0.0,3
S8ec8eaa18dd7d8cb,calculus,B+,3.5,3
S8eceb80fd5880a09,calculus,A,4.0,3
S8ed6b0c5a44795c2,precalculus,E,0.0,2
S8ee8caa3ee5a1894,calculus,B+,3.5,3
S8ef40c7245e541f6,calculus,C,2.0,3
S8ef9a44688250ad7,calculus,B,3.0,3
S8f0946ddab69835b,calculus,A,4.0,3
S8f142abb4017185c,calculus,B+,3.5,3
S8f22767433207aed,calculus,D+,1.5,3
S8f26fdd259e72d91,calculus,C+,2.5,3
S8f2e0e5d102ac4bc,calculus,A,4.0,3
S8f3134647b3e5e59,calculus,A,4.0,3
S8f4577618f9c39f1,college_algebra,B,3.0,1
S8f47dff4751e8aa0,calculus,C,2.0,3
S8f8a2357d4d8c431,precalculus,C+,2.5,2
S8f9387649729ad82,calculus,D+,1.5,3
S8f98ead143afe791,precalculus,C+,2.5,2
S8f9a332727b3ad17,precalculus,C+,2.5,2
S8fac1ea5856707b3,precalculus,A,4.0,2
S8fb6ebf59cd4cf24,calculus,C,2.0,3
S8fcff475b4b3afeb,precalculus,C,2.0,2
S8fe13191b818b66f,calculus,D+,1.5,3
S8fe4a28f16ea585b,precalculus,B,3.0,2
S8feb4bea982e1b7d,calculus,C+,2.5,3
S8ff7b3da257db30e,precalculus,A+,4.0,2
S9003406127a227b4,college_algebra,C+,2.5,1
S900786673cdb9f0c,calculus,D+,1.5,3
S904df591955f99de,calculus,B,3.0,3
S90604bbb2e5a8271,calculus,C+,2.5,3
S90a04b93f54edcff,calculus,D+,1.5,3
S90d4ed237caf8f18,calculus,B+,3.5,3
S90f1b06aae5c9524,calculus,A+,4.0,3
S910dffca5bb1ee5b,precalculus,C,2.0,2
S91278ba3fa28634b,precalculus,B,3.0,2
S91295d7de40a6723,precalculus,A,4.0,2
S9143f9328ec453dd,calculus,B+,3.5,3
S9160a921ef2f2529,precalculus,E,0.0,2
S9165c9aae6e51f9f,calculus,A+,4.0,3
S91676916460891ed,calculus,D+,1.5,3
S916e8008c1a432fa,calculus,D+,1.5,3
S9176d17aa62b3ba7,precalculus,D,1.0,2
S917b929eab83a362,calculus,C+,2.5,3
S918d8cfd82d81902,college_algebra,B+,3.5,1
S918f1e2465458ecf,calculus,B+,3.5,3
S91984a2d5e67a3d0,calculus,B,3.0,3
S91db4dafd9afdad3,calculus,C+,2.5,3
S91fd1783bcb6e0c4,calculus,C+,2.5,3
S920523efc952e056,calculus,B,3.0,3
S92274a5a0bbac69b,precalculus,E,0.0,2
S92393358ce94f3db,precalculus,B,3.0,2
S9243bebf8bc38586,calculus,C+,2.5,3
S9255ffd0b0c2968d,calculus,B,3.0,3
S92584a3ecd840a46,precalculus,E,0.0,2
S9262b5c2dff3a6c5,precalculus,C+,2.5,2
S926cc04e487a1e9b,precalculus,A+,4.0,2
S927c66930e272fe3,calculus,B,3.0,3
S928e2f3fb45431fa,college_algebra,E,0.0,1
S9297a8333079d7b6,calculus,A+,4.0,3
S92a67ddc18640b7b,college_algebra,D+,1.5,1
S92b439acfdc59944,calculus,A,4.0,3
S92d6d803e0046310,calculus,C,2.0,3
S92ea79588499bc8a,precalculus,D+,1.5,2
S93095ee99f2ace62,calculus,B+,3.5,3
S930a9fe9e0f91bfb,calculus,B+,3.5,3
S93108a2de3e20a2b,precalculus,D+,1.5,2
S932db3d24a596e52,calculus,E,0.0,3
S937ffb44f30c2178,calculus,C+,2.5,3
S93a8f535bdaf6964,calculus,B,3.0,3
S93b119678bfd637b,calculus,D+,1.5,3
S93bc4c8d3842cb90,calculus,A,4.0,3
S93ca3fd0f310ea04,college_algebra,C+,2.5,1
S93ff781e0c89c263,calculus,C+,2.5,3
S940ff894740747fe,calculus,B,3.0,3
S9414bfa01c2e0e16,calculus,A+,4.0,3
S942374c482c37115,precalculus,C,2.0,2
S945920391c8e3022,precalculus,C,2.0,2
S946b9cf6d59d55c7,calculus,D+,1.5,3
S946ee3abdfa63a71,precalculus,A,4.0,2
S948417cfb0749d8a,precalculus,E,0.0,2
S9485855f35fbc518,calculus,C+,2.5,3
S948f1da74eb69a94,precalculus,A,4.0,2
S9490d7275b870516,precalculus,B,3.0,2
S94a16150273d048c,precalculus,A+,4.0,2
S94b7c72b0fa4e984,calculus,C,2.0,3
S94d486a26be8e351,calculus,C+,2.5,3
S94db6155598e5bca,calculus,B+,3.5,3
S94f27c097df2e680,calculus,B+,3.5,3
S94fbfd340cff6d65,calculus,B,3.0,3
S94ff8fee0107317a,precalculus,B+,3.5,2
S951a1faddb900b39,college_algebra,A,4.0,1
S952464da5115d263,college_algebra,B+,3.5,1
S952620dae0fc2dd1,precalculus,E,0.0,2
S953398857c3f8a3a,calculus,A,4.0,3
S9536e3c5213d311f,precalculus,C,2.0,2
S9584ff18a6e745d1,precalculus,B+,3.5,2
S958782e77032b9a0,calculus,C+,2.5,3
S959db43ad995dd4d,calculus,A+,4.0,3
S95cb2b553da9b342,calculus,C+,2.5,3
S96200b46f660204b,precalculus,B+,3.5,2
S966309f0a4ff2b01,precalculus,C+,2.5,2
S9669a009316e55a3,calculus,C,2.0,3
S9671ed887b6a971d,calculus,E,0.0,3
S9677e3b21b410de2,precalculus,C,2.0,2
S9685ff98e5911a32,calculus,C,2.0,3
S9696543e0bd35577,calculus,B+,3.5,3
S969d669c2a6dd980,calculus,A,4.0,3
S96a6633689e33ce5,calculus,A+,4.0,3
S96a715e9d5825e1c,calculus,B+,3.5,3
S96b0578a7052ecc0,calculus,D+,1.5,3
S96bdd2d62ab7a050,precalculus,B+,3.5,2
S96dca5249e6fc3ea,college_algebra,C,2.0,1
S96f25d7f0c324b19,calculus,B+,3.5,3
S9711f136709c8d14,calculus,A+,4.0,3
S97123116cf43e4d4,calculus,C,2.0,3
S9729ed2ec60853b0,calculus,E,0.0,3
S972a6ccaa9645913,calculus,D+,1.5,3
S973a24ccc2971d2e,calculus,C,2.0,3
S978a14c85ae2eaea,precalculus,D+,1.5,2
S978d60e2a55b6f2c,calculus,B,3.0,3
S9798e8a8595933f6,calculus,C+,2.5,3
S97aa0cea7025d45d,calculus,D,1.0,3
S97acdab53a83e08a,calculus,C+,2.5,3
S97bbbfcbce0b41c0,calculus,C,2.0,3
S97d2c938c009b258,college_algebra,B,3.0,1
S97e3104679da6374,precalculus,A+,4.0,2
S97ee64f425eccd2b,calculus,C,2.0,3
S97ef7fc290a9f64d,precalculus,A+,4.0,2
S97f3f501544671ba,calculus,C+,2.5,3
S980bd9c4b5907a20,calculus,E,0.0,3
S983209fc7817767a,calculus,B+,3.5,3
S9843aa02b24208b0,precalculus,D+,1.5,2
S985a8d7be4b3b09f,precalculus,A,4.0,2
S985ebb5424dfea94,precalculus,A,4.0,2
S986d9eeeea904419,precalculus,B+,3.5,2
S986f042085eacde2,precalculus,C,2.0,2
S987973b28fadb400,calculus,A,4.0,3
S987b6f1e94c33721,calculus,B,3.0,3
S98858bf31b535562,precalculus,C,2.0,2
S989f0370dff0e590,calculus,D,1.0,3
S98aad95ed73e06cc,precalculus,A,4.0,2
S98b7397124633753,college_algebra,B,3.0,1
